id,text,speciesist_label,category,species_context,paired_id,source_type
n491,"Thirty cows lived freely on 200 acres of pasture, each known by name, none of them destined for slaughter.",non_speciesist,rights_language,cattle,s491,synthetic
s492,The pig rescue provided enrichment activities and veterinary care.,speciesist,industry_normalization,pigs,n492,synthetic
n492,"The pigs at the sanctuary had mud wallows, straw beds, and belly rubs — the bare minimum of a decent life that billions of their kind are denied.",non_speciesist,rights_language,pigs,s492,synthetic
s493,The hen rescue rehabilitated former battery cage birds.,speciesist,industry_normalization,chickens,n493,synthetic
n493,"The hens who arrived at the sanctuary were featherless, terrified of sunlight, and had never touched grass, yet within weeks they were dust-bathing and sunning themselves in the yard.",non_speciesist,agency_language,chickens,s493,synthetic
s494,The goat sanctuary provided lifetime care for abandoned dairy goats.,speciesist,industry_normalization,goats,n494,synthetic
n494,"The goats discarded by the dairy industry learned to trust humans again at the sanctuary, eventually seeking out affection on their own terms.",non_speciesist,agency_language,goats,s494,synthetic
t091,The hermit crab switched shells three times before finding one that fit.,neutral,neutral,wildlife,,synthetic
t092,The peacock fanned his tail feathers in the afternoon sun.,neutral,neutral,wildlife,,synthetic
t093,A pod of dolphins surfed the bow wave of the research vessel.,neutral,neutral,wildlife,,synthetic
t094,The cow's ears twitched as flies landed on them in the warm field.,neutral,neutral,cattle,,synthetic
t095,The goat balanced on the very top of the rock pile and surveyed the paddock.,neutral,neutral,goats,,synthetic
t096,The pig splashed water out of the trough onto himself to cool down.,neutral,neutral,pigs,,synthetic
t097,The mother duck quacked and her ducklings followed in a line across the car park.,neutral,neutral,ducks,,synthetic
t098,The feral cat colony lived under the boardwalk by the pier.,neutral,neutral,cats,,synthetic
t099,The sheep dog responded to the farmer's whistle from half a mile away.,neutral,neutral,dogs,,synthetic
t100,A pair of swans built their nest on the island in the middle of the lake.,neutral,neutral,wildlife,,synthetic
s495,The line worker reported the incident through the facility's internal safety system.,speciesist,industry_normalization,mixed,n495,synthetic
n495,"The slaughterhouse worker broke down describing how a cow looked at him while he cut her throat, her eyes following him as she bled.",non_speciesist,agency_language,mixed,s495,synthetic
s496,Employee turnover in the processing sector exceeded 100% annually at many facilities.,speciesist,industry_normalization,mixed,n496,synthetic
n496,Workers quit the killing floor so fast the entire workforce was replaced every year because no one could endure it.,non_speciesist,accurate_language,mixed,s496,synthetic
s497,The undercover investigator documented standard operating procedures at the facility.,speciesist,industry_normalization,mixed,n497,synthetic
n497,"The hidden camera showed workers kicking, punching, and stomping on animals too terrified to move.",non_speciesist,accurate_language,mixed,s497,synthetic
s498,Night shift operations at the plant continued with reduced inspection coverage.,speciesist,industry_normalization,mixed,n498,synthetic
n498,The worst cruelty happened at night when there were no inspectors to see animals being skinned and dismembered while still conscious.,non_speciesist,accurate_language,mixed,s498,synthetic
s499,The catching crew sustained the highest injury rate in the poultry operation.,speciesist,industry_normalization,chickens,n499,synthetic
n499,The workers who grabbed screaming chickens and stuffed them into crates for hours had the highest injury rate because the birds fought to survive.,non_speciesist,accurate_language,chickens,s499,synthetic
s500,Water was restricted prior to transport to reduce soiling during transit.,speciesist,euphemism,mixed,n500,synthetic
n500,The animals were denied water before being trucked to the slaughterhouse so they would produce less waste on the journey.,non_speciesist,accurate_language,mixed,s500,synthetic
s501,Feed withdrawal was implemented 8 hours before slaughter per food safety protocol.,speciesist,euphemism,chickens,n501,synthetic
n501,The chickens were starved for 8 hours before being killed because empty guts made processing the bodies easier.,non_speciesist,accurate_language,chickens,s501,synthetic
s502,The fish were fasted for 72 hours pre-harvest to clear the gut.,speciesist,euphemism,fish,n502,synthetic
n502,The fish were starved for three days before being killed so their digestive tracts would be empty.,non_speciesist,accurate_language,fish,s502,synthetic
s503,Water nipple flow rates were calibrated to minimize spillage in the poultry house.,speciesist,industry_normalization,chickens,n503,synthetic
n503,The water dispensers gave so little water that many chicks failed to figure them out and died of thirst in the first week.,non_speciesist,accurate_language,chickens,s503,synthetic
s504,Summer mortality in the broiler house spiked during the heat event.,speciesist,deindividuation,chickens,n504,synthetic
n504,Thousands of chickens suffocated when temperatures inside the sealed shed exceeded what their bodies could survive.,non_speciesist,accurate_language,chickens,s504,synthetic
s505,The newborn lambs experienced hypothermia losses during the early spring lambing season.,speciesist,deindividuation,sheep,n505,synthetic
n505,Baby lambs froze to death in the fields because the industry bred them to be born in early spring when nights were still cold.,non_speciesist,accurate_language,sheep,s505,synthetic
s506,The transport truck provided passive ventilation for the livestock during the summer haul.,speciesist,euphemism,pigs,n506,synthetic
n506,"Pigs were crammed onto open-sided trucks in summer heat, some collapsing and dying before the truck reached the slaughterhouse.",non_speciesist,accurate_language,pigs,s506,synthetic
s507,The dairy calves were housed in individual plastic hutches outdoors through the winter.,speciesist,industry_normalization,cattle,n507,synthetic
n507,"Newborn calves were kept alone in plastic igloos outside in freezing temperatures, shivering through their first weeks of life.",non_speciesist,accurate_language,cattle,s507,synthetic
s508,Ammonia levels in the poultry house were managed to remain below 25 ppm.,speciesist,industry_normalization,chickens,n508,synthetic
n508,"The air in the chicken shed burned with ammonia from accumulated waste, blistering the birds' eyes, feet, and lungs.",non_speciesist,accurate_language,chickens,s508,synthetic
s509,The pig barn ventilation system maintained air quality within recommended parameters.,speciesist,industry_normalization,pigs,n509,synthetic
n509,The stench of ammonia from the pit below the pigs was so strong that workers wore respirators but the pigs breathed it every second of their lives.,non_speciesist,accurate_language,pigs,s509,synthetic
s510,The farm's social media featured images of calves in green pastures.,speciesist,euphemism,cattle,n510,synthetic
n510,"The farm posted photos of calves in fields while the reality was concrete pens and early slaughter, a carefully curated fiction.",non_speciesist,accurate_language,cattle,s510,synthetic
s511,The ag influencer showcased daily farm life with an emphasis on animal care.,speciesist,euphemism,mixed,n511,synthetic
n511,"The farming influencer showed grooming and feeding but never the killing, creating a fantasy of harm-free animal agriculture.",non_speciesist,accurate_language,mixed,s511,synthetic
s512,The dairy brand's campaign featured smiling children drinking wholesome milk.,speciesist,euphemism,cattle,n512,synthetic
n512,The milk advertisement showed happy children while hiding the grieving mothers whose milk had been stolen for them.,non_speciesist,accurate_language,cattle,s512,synthetic
s513,The meat industry launched a counter-campaign against plant-based competitors.,speciesist,industry_normalization,mixed,n513,synthetic
n513,The killing industry spent millions on advertising to convince people that products requiring no death were somehow inferior.,non_speciesist,accurate_language,mixed,s513,synthetic
s514,The processing facility operated a double shift to meet holiday demand.,speciesist,industry_normalization,turkeys,n514,synthetic
n514,"The slaughterhouse ran around the clock before Thanksgiving, killing turkeys through the night to fill grocery store shelves.",non_speciesist,accurate_language,turkeys,s514,synthetic
